Project,Method,ReleaseID,LOC,StmtCount,Cyclomatic,Cognitive,DistinctOperators,DistinctOperands,DistinctOperands,TotalOperands,Vocabulary,Length,Volume,Difficulty,Effort,MaxNestingDepth,isLongMethod,isGodClass,isFeatureEnvy,isDuplicatedCode,Buggy
bookkeeper,"int minCode(Field[])",master,10,9,2,1,4,7,4,11,11.0,15.0,51.89147427955947,3.142857142857143,163.0874905929012,1,0,0,0,0,no
bookkeeper,"void initPoolMessages(Field[])",master,9,8,2,1,2,13,2,16,15.0,18.0,70.32403072095333,1.2307692307692308,86.55265319501949,1,0,0,0,0,no
bookkeeper,"int getFieldInt(Field)",master,7,6,1,0,1,4,1,4,5.0,5.0,11.60964047443681,0.5,5.804820237218405,0,0,0,0,0,no
bookkeeper,"Object get(int)",master,5,4,3,0,2,7,2,11,9.0,13.0,41.20902501875006,1.5714285714285714,64.75703931517867,0,0,0,0,0,no
bookkeeper,"int poolIndex(int)",master,8,4,4,1,5,5,8,11,10.0,19.0,63.11663380285989,5.5,347.1414859157294,1,0,0,0,0,no
bookkeeper,"String toString()",master,4,2,1,0,0,5,0,6,5.0,6.0,13.931568569324174,0.0,0.0,0,0,0,0,0,no
bookkeeper,"BookKeeperBuilder newBuilder(ClientConfiguration)",master,3,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"CreateBuilder newCreateLedgerOp()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"OpenBuilder newOpenLedgerOp()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"DeleteBuilder newDeleteLedgerOp()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"ListLedgersResultBuilder newListLedgersOp()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"CompletableFuture<LedgerMetadata> getLedgerMetadata(long)",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"CompletableFuture<Boolean> isDriverMetadataServiceAvailable()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"void close()",master,2,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"BookKeeperBuilder eventLoopGroup(EventLoopGroup)",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"BookKeeperBuilder allocator(ByteBufAllocator)",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"BookKeeperBuilder statsLogger(StatsLogger)",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"BookKeeperBuilder dnsResolver(DNSToSwitchMapping)",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"BookKeeperBuilder requestTimer(HashedWheelTimer)",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"BookKeeperBuilder featureProvider(FeatureProvider)",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"BookKeeper build()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"CreateAdvBuilder withLedgerId(long)",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"CreateBuilder withEnsembleSize(int)",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"CreateBuilder withWriteQuorumSize(int)",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"CreateBuilder withAckQuorumSize(int)",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"CreateBuilder withPassword(byte[])",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"CreateBuilder withWriteFlags(EnumSet<WriteFlag>)",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"CreateBuilder withWriteFlags(WriteFlag...)",master,3,2,1,0,0,6,0,6,6.0,6.0,15.509775004326936,0.0,0.0,0,0,0,0,0,no
bookkeeper,"CreateBuilder withCustomMetadata(Map<String, byte[]>)",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"CreateBuilder withDigestType(DigestType)",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"CreateAdvBuilder makeAdv()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"DeleteBuilder withLedgerId(long)",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"CompletableFuture<Void> force()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"long getId()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"void close()",master,4,2,1,0,0,4,0,4,4.0,4.0,8.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"CompletableFuture<Void> closeAsync()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"LedgerMetadata getLedgerMetadata()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"long getLastAddConfirmed()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"boolean hasEntry()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"LedgerEntry getEntry()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"void close()",master,2,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"LedgerEntry getEntry(long)",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"Iterator<LedgerEntry> iterator()",master,2,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"void close()",master,2,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"long getLedgerId()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"long getEntryId()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"long getLength()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"byte[] getEntryBytes()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"ByteBuffer getEntryNioBuffer()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"ByteBuf getEntryBuffer()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"LedgerEntry duplicate()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"void close()",master,2,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"long getLedgerId()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"int getEnsembleSize()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"int getWriteQuorumSize()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"int getAckQuorumSize()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"long getLastEntryId()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"long getLength()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"boolean hasPassword()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"byte[] getPassword()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"DigestType getDigestType()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"long getCtime()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"boolean isClosed()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"Map<String, byte[]> getCustomMetadata()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"List<BookieId> getEnsembleAt(long)",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"NavigableMap<Long, ? extends List<BookieId>> getAllEnsembles()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"State getState()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"String toSafeString()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"int getMetadataFormatVersion()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"long getCToken()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"boolean hasNext()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"long next()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"LedgersIterator iterator()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"Iterable<Long> toIterable()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"CompletableFuture<T> execute()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"OpenBuilder withLedgerId(long)",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"OpenBuilder withRecovery(boolean)",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"OpenBuilder withPassword(byte[])",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"OpenBuilder withDigestType(DigestType)",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"CompletableFuture<LedgerEntries> readAsync(long, long)",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"CompletableFuture<LedgerEntries> batchReadAsync(long, int, long)",master,5,4,1,0,0,2,0,3,2.0,3.0,3.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"LedgerEntries read(long, long)",master,4,2,1,0,0,6,0,6,6.0,6.0,15.509775004326936,0.0,0.0,0,0,0,0,0,no
bookkeeper,"LedgerEntries batchRead(long, int, long)",master,4,2,1,0,0,7,0,7,7.0,7.0,19.651484454403228,0.0,0.0,0,0,0,0,0,no
bookkeeper,"CompletableFuture<LedgerEntries> readUnconfirmedAsync(long, long)",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"LedgerEntries readUnconfirmed(long, long)",master,5,2,1,0,0,6,0,6,6.0,6.0,15.509775004326936,0.0,0.0,0,0,0,0,0,no
bookkeeper,"CompletableFuture<Long> readLastAddConfirmedAsync()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"long readLastAddConfirmed()",master,4,2,1,0,0,4,0,4,4.0,4.0,8.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"CompletableFuture<Long> tryReadLastAddConfirmedAsync()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"long tryReadLastAddConfirmed()",master,4,2,1,0,0,4,0,4,4.0,4.0,8.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"long getLastAddConfirmed()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"long getLength()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"boolean isClosed()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"CompletableFuture<LastConfirmedAndEntry> readLastAddConfirmedAndEntryAsync(long, long, boolean)",master,3,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"LastConfirmedAndEntry readLastAddConfirmedAndEntry(long, long, boolean)",master,8,2,1,0,0,7,0,7,7.0,7.0,19.651484454403228,0.0,0.0,0,0,0,0,0,no
bookkeeper,"CompletableFuture<Long> writeAsync(long, ByteBuffer)",master,3,2,1,0,0,5,0,5,5.0,5.0,11.60964047443681,0.0,0.0,0,0,0,0,0,no
bookkeeper,"long write(long, ByteBuffer)",master,4,2,1,0,0,5,0,5,5.0,5.0,11.60964047443681,0.0,0.0,0,0,0,0,0,no
bookkeeper,"CompletableFuture<Long> writeAsync(long, byte[])",master,3,2,1,0,0,5,0,5,5.0,5.0,11.60964047443681,0.0,0.0,0,0,0,0,0,no
bookkeeper,"long write(long, byte[])",master,4,2,1,0,0,5,0,5,5.0,5.0,11.60964047443681,0.0,0.0,0,0,0,0,0,no
bookkeeper,"CompletableFuture<Long> writeAsync(long, byte[], int, int)",master,3,2,1,0,0,7,0,7,7.0,7.0,19.651484454403228,0.0,0.0,0,0,0,0,0,no
bookkeeper,"long write(long, byte[], int, int)",master,4,2,1,0,0,7,0,7,7.0,7.0,19.651484454403228,0.0,0.0,0,0,0,0,0,no
bookkeeper,"CompletableFuture<Long> writeAsync(long, ByteBuf)",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"long write(long, ByteBuf)",master,3,2,1,0,0,6,0,6,6.0,6.0,15.509775004326936,0.0,0.0,0,0,0,0,0,no
bookkeeper,"EnumSet<WriteFlag> getWriteFlags(int)",master,6,5,2,1,2,4,2,5,6.0,7.0,18.094737505048094,1.25,22.61842188131012,1,0,0,0,0,no
bookkeeper,"int getWriteFlagsValue(EnumSet<WriteFlag>)",master,7,6,1,0,1,4,1,5,5.0,6.0,13.931568569324174,0.625,8.707230355827608,0,0,0,0,0,no
bookkeeper,"CompletableFuture<Long> appendAsync(ByteBuf)",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"long append(ByteBuf)",master,3,2,1,0,0,5,0,5,5.0,5.0,11.60964047443681,0.0,0.0,0,0,0,0,0,no
bookkeeper,"CompletableFuture<Long> appendAsync(ByteBuffer)",master,3,2,1,0,0,4,0,4,4.0,4.0,8.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"long append(ByteBuffer)",master,3,2,1,0,0,4,0,4,4.0,4.0,8.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"CompletableFuture<Long> appendAsync(byte[])",master,3,2,1,0,0,4,0,4,4.0,4.0,8.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"long append(byte[])",master,3,2,1,0,0,4,0,4,4.0,4.0,8.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"CompletableFuture<Long> appendAsync(byte[], int, int)",master,3,2,1,0,0,6,0,6,6.0,6.0,15.509775004326936,0.0,0.0,0,0,0,0,0,no
bookkeeper,"long append(byte[], int, int)",master,3,2,1,0,0,6,0,6,6.0,6.0,15.509775004326936,0.0,0.0,0,0,0,0,0,no
bookkeeper,"long getLastAddPushed()",master,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"CompletableFuture<Void> closeAsync()",master,2,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"void close()",master,4,2,1,0,0,4,0,4,4.0,4.0,8.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"BookKeeperBuilder eventLoopGroup(EventLoopGroup)",master,5,3,1,0,0,2,0,3,2.0,3.0,3.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"BookKeeperBuilder allocator(ByteBufAllocator)",master,5,3,1,0,0,2,0,3,2.0,3.0,3.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"BookKeeperBuilder statsLogger(StatsLogger)",master,5,3,1,0,0,2,0,3,2.0,3.0,3.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"BookKeeperBuilder dnsResolver(DNSToSwitchMapping)",master,5,3,1,0,0,2,0,3,2.0,3.0,3.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"BookKeeperBuilder requestTimer(HashedWheelTimer)",master,5,3,1,0,0,3,0,3,3.0,3.0,4.754887502163469,0.0,0.0,0,0,0,0,0,no
bookkeeper,"BookKeeperBuilder featureProvider(FeatureProvider)",master,5,3,1,0,0,2,0,3,2.0,3.0,3.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"BookKeeper build()",master,4,2,1,0,0,2,0,2,2.0,2.0,2.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"OpStatsLogger getCreateOpLogger()",master,4,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"OpStatsLogger getOpenOpLogger()",master,4,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"OpStatsLogger getDeleteOpLogger()",master,4,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"OpStatsLogger getRecoverOpLogger()",master,4,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"OpStatsLogger getReadOpLogger()",master,4,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"OpStatsLogger getReadLacAndEntryOpLogger()",master,4,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"OpStatsLogger getReadLacAndEntryRespLogger()",master,4,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"OpStatsLogger getAddOpLogger()",master,4,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"OpStatsLogger getForceOpLogger()",master,4,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"OpStatsLogger getWriteLacOpLogger()",master,4,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"OpStatsLogger getReadLacOpLogger()",master,4,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"OpStatsLogger getRecoverAddCountLogger()",master,4,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"OpStatsLogger getRecoverReadCountLogger()",master,4,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"Counter getReadOpDmCounter()",master,4,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"Counter getAddOpUrCounter()",master,4,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"Counter getSpeculativeReadCounter()",master,4,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"Counter getEnsembleChangeCounter()",master,4,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"Counter getLacUpdateHitsCounter()",master,4,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"Counter getLacUpdateMissesCounter()",master,4,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"OpStatsLogger getClientChannelWriteWaitLogger()",master,4,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"Counter getEnsembleBookieDistributionCounter(String)",master,4,2,1,0,0,6,0,6,6.0,6.0,15.509775004326936,0.0,0.0,0,0,0,0,0,no
bookkeeper,"OpStatsLogger getWriteDelayedDueToNotEnoughFaultDomainsLatency()",master,4,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"Counter getWriteDelayedDueToNotEnoughFaultDomains()",master,4,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"Counter getWriteTimedOutDueToNotEnoughFaultDomains()",master,4,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"void registerPendingAddsGauge(Gauge<Integer>)",master,4,2,1,0,0,4,0,4,4.0,4.0,8.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"LastConfirmedAndEntryImpl newObject(Handle<LastConfirmedAndEntryImpl>)",master,4,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"LastConfirmedAndEntryImpl create(long, org.apache.bookkeeper.client.LedgerEntry)",master,14,9,2,1,2,12,4,20,14.0,24.0,91.37651812938249,1.6666666666666667,152.29419688230416,1,0,0,0,0,no
bookkeeper,"long getLastAddConfirmed()",master,4,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"boolean hasEntry()",master,4,2,1,0,1,2,1,2,3.0,3.0,4.754887502163469,0.5,2.3774437510817346,0,0,0,0,0,no
bookkeeper,"LedgerEntry getEntry()",master,4,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"void close()",master,9,7,2,1,3,6,4,9,9.0,13.0,41.20902501875006,2.25,92.72030629218764,1,0,0,0,0,no
bookkeeper,"LedgerEntriesImpl newObject(Recycler.Handle<LedgerEntriesImpl>)",master,4,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"void recycle()",master,4,3,1,0,0,3,0,3,3.0,3.0,4.754887502163469,0.0,0.0,0,0,0,0,0,no
bookkeeper,"void releaseByteBuf()",master,7,6,2,1,2,4,2,8,6.0,10.0,25.84962500721156,2.0,51.69925001442312,1,0,0,0,0,no
bookkeeper,"LedgerEntriesImpl create(List<LedgerEntry>)",master,6,5,1,0,2,7,2,9,9.0,11.0,34.86917501586544,1.2857142857142858,44.831796448969854,0,0,0,0,0,no
bookkeeper,"LedgerEntry getEntry(long)",master,11,8,2,1,5,15,11,28,20.0,39.0,168.55519570060713,4.666666666666667,786.5909132695,1,0,0,0,0,no
bookkeeper,"Iterator<LedgerEntry> iterator()",master,5,3,1,0,0,4,0,5,4.0,5.0,10.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"void close()",master,4,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"LedgerEntryImpl newObject(Handle<LedgerEntryImpl>)",master,4,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"LedgerEntryImpl create(long, long)",master,7,5,1,0,1,5,2,7,6.0,9.0,23.264662506490403,0.7,16.28526375454328,0,0,0,0,0,no
bookkeeper,"LedgerEntryImpl create(long, long, long, ByteBuf)",master,11,7,1,0,1,7,4,11,8.0,15.0,45.0,0.7857142857142857,35.357142857142854,0,0,0,0,0,no
bookkeeper,"LedgerEntryImpl duplicate(LedgerEntry)",master,7,2,1,0,0,7,0,10,7.0,10.0,28.07354922057604,0.0,0.0,0,0,0,0,0,no
bookkeeper,"void setEntryId(long)",master,3,2,1,0,1,1,1,1,2.0,2.0,2.0,0.5,1.0,0,0,0,0,0,no
bookkeeper,"void setLength(long)",master,3,2,1,0,1,1,1,1,2.0,2.0,2.0,0.5,1.0,0,0,0,0,0,no
bookkeeper,"void setEntryBuf(ByteBuf)",master,4,3,1,0,1,4,1,4,5.0,5.0,11.60964047443681,0.5,5.804820237218405,0,0,0,0,0,no
bookkeeper,"long getLedgerId()",master,4,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"long getEntryId()",master,4,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"long getLength()",master,4,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"byte[] getEntryBytes()",master,4,2,1,0,0,6,0,8,6.0,8.0,20.67970000576925,0.0,0.0,0,0,0,0,0,no
bookkeeper,"ByteBuf getEntryBuffer()",master,4,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"ByteBuffer getEntryNioBuffer()",master,4,2,1,0,0,2,0,2,2.0,2.0,2.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"LedgerEntryImpl duplicate()",master,4,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"void close()",master,4,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
bookkeeper,"void recycle()",master,8,7,1,0,2,7,7,9,9.0,16.0,50.718800023077,1.2857142857142858,65.20988574395615,0,0,0,0,0,no
bookkeeper,"OpenBuilder withLedgerId(long)",master,5,3,1,0,1,1,1,1,2.0,2.0,2.0,0.5,1.0,0,0,0,0,0,no
bookkeeper,"OpenBuilder withRecovery(boolean)",master,5,3,1,0,1,1,1,1,2.0,2.0,2.0,0.5,1.0,0,0,0,0,0,no
bookkeeper,"OpenBuilder withPassword(byte[])",master,5,3,1,0,1,3,1,4,4.0,5.0,10.0,0.6666666666666666,6.666666666666666,0,0,0,0,0,no
